id,x,y,deg
019_8,s1.632729168619169835,s0.450790286340858493,s58.907676495288306739
019_9,s1.064673462077960764,s1.147861456776836819,s238.907680844715542889
019_10,s2.391495509497346017,s0.877984031667320419,s204.682033316994903771
019_11,s0.807635622708050227,s1.399224610000372016,s327.677827306422386755
019_12,s1.404352851642960198,s1.447560162279174722,s359.993104884955585021
019_13,s0.399767445169474156,s1.537319498990007416,s23.629336998851282914
019_14,s0.399772960860228843,s0.364377045806908384,s23.627121930894197988
019_15,s2.001213126454420177,s1.423862534377944522,s35.874311913747192193
019_16,s0.604542157304756800,s1.940182069632252038,s336.797487639882547228
019_17,s2.309858979295926318,s1.860817412256530190,s28.427115661819623682
019_18,s0.766913160861768195,s0.564207031316804386,s238.907731251918505677
020_0,s1.008959005196192749,s0.699995938719756960,s264.399914499561361936
020_1,s1.992097924142489429,s1.437830161590620603,s70.387679236088118273
020_2,s1.510987249776248209,s1.056690446903588487,s26.497684198090041718
020_3,s0.295159799807494627,s1.103633733710675191,s22.884459949885808783
020_4,s2.366635076128607462,s1.063241715384051878,s204.580278286916723118
020_5,s0.210930272747526210,s2.343727876912813812,s293.597340089704402999
020_6,s1.807123906647619238,s0.973045191126139963,s212.751013973406543300
020_7,s2.485759050925383296,s2.336930075541933327,s70.378953692115942431
020_8,s1.641577793771548999,s2.391758672882700054,s149.395230669822069558
020_9,s2.483910273906879240,s0.244579890118843291,s113.628165395890164291
020_10,s1.796262377465264848,s0.270972888990674177,s82.539500433449376260
020_11,s0.738054055515357632,s0.278817209252083476,s243.665455813538187613
020_12,s2.131899220164152009,s2.027784118714975659,s111.443258691264929894
020_13,s0.882195228171083201,s1.001394742837133478,s20.561933172314752483
020_14,s0.286109669896860763,s0.137497372106415799,s19.747607202243614211
020_15,s2.378752531136700821,s1.482760413397725907,s336.371271633174160343
020_16,s1.193580311301449814,s2.324017138026147844,s101.788754934058829349
020_17,s0.881828597128421654,s1.894854481802107804,s200.552909701897078776
020_18,s0.676996642254800163,s0.613724120494095748,s64.206709372342629649
020_19,s0.279180463176043003,s1.987901045068882988,s202.882454725944626261
021_0,s2.518320353509953868,s0.697351340013428689,s42.938478860620328703
021_1,s0.712207289564853130,s0.768387317725764074,s199.628263775341736164
021_2,s1.787784246679398725,s1.462746910827668501,s284.571918763929375018
021_3,s1.703046501673855850,s2.519837727947187744,s123.507141080514600162
021_4,s0.604011156452792908,s1.207231104469814298,s315.680513555407515014
021_5,s1.132501792709310839,s0.882281954902821464,s357.629269124741995256
021_6,s0.320656799429060280,s1.098051610704847914,s156.370554350584768599
021_7,s1.964124693649323961,s0.417416255532116254,s357.580532996811825797
021_8,s0.262241912020418466,s0.320664786759506271,s246.370040866172729466
021_9,s1.977931566366798011,s2.484186339070932892,s294.163957160399831992
021_10,s2.491014526318861666,s1.234812652779539111,s336.370303859251350787
021_11,s1.159381154216613474,s0.350123164169850121,s246.165407400234471424
021_12,s0.973721629820127887,s2.120006356083684818,s146.127276077691163891
021_13,s1.592908241641473266,s1.113098229354833268,s177.580532861587670368
021_14,s1.388262595999539606,s1.914707584716758948,s185.560229083819763218
021_15,s2.465992969753128428,s2.090212138511367002,s334.399257371196654276
021_16,s1.830210956204149531,s2.092892891537262212,s238.388053061669268118
021_17,s0.322999647082620800,s1.656865855562287937,s23.811827741259623537
021_18,s2.598380696609366769,s0.320655101757482852,s113.629377568654447828
021_19,s0.776906626584774052,s2.491017751214390952,s293.629437363210001877
021_20,s0.319073545613370757,s2.532623985255709531,s204.267205755161995739
022_0,s2.167600886139898986,s1.313402958976046975,s157.415456887318441659
022_1,s2.247291354801912000,s2.146724315005253292,s157.453281994095959817
022_2,s0.235190902884802988,s1.261763255302873921,s23.638705197319723084
022_3,s0.839964704410366636,s0.459524714010708657,s246.985527350322286111
022_4,s1.398787669078644491,s2.713616328596282212,s238.151740019400790516
022_5,s0.325114065190888979,s1.870592680332904045,s290.486730498848601201
022_6,s2.060789990680152783,s0.472746468959127975,s245.220605175423202127
022_7,s1.716910889061073808,s0.459533071646655356,s66.985811553471876323
022_8,s2.418899040434220993,s1.425536264330949043,s337.381587313957425067
022_9,s1.130475457815115048,s2.675324227062049864,s65.212888848902650807
022_10,s0.235073654718156000,s0.350675116224958006,s23.629486214317921622
022_11,s0.647742086821442964,s1.469066124846684085,s216.073813263989791267
022_12,s1.531935528250351064,s1.576526448453384077,s208.841503734624438948
022_13,s2.464201812813813675,s0.951585341075980362,s202.353230598895493131
022_14,s1.334898941702342023,s1.843868921107457926,s99.003086131076997845
022_15,s0.235206549015314986,s2.797567082963980045,s156.425699929713800884
022_16,s0.513998738818852052,s2.439629950000052894,s250.573809873941399928
022_17,s1.993636941418268416,s2.684613457081827637,s291.204812889867184822
022_18,s0.728608697255082038,s0.718484714177721973,s67.778769461134572794
022_19,s1.759251106614053040,s2.016009905459156037,s58.151792551792993891
022_20,s1.410622028900754943,s0.940255017178867947,s28.835407598608014723
022_21,s2.466189822534917919,s2.275449930053852210,s336.829145251679165085
023_0,s0.853544341245002003,s0.626489356951598020,s52.071871338714174726
023_1,s2.066771785432012898,s0.248132827760472990,s246.184475232103295639
023_2,s2.477460446973640096,s0.728027896239517025,s203.446008733493471254
023_3,s0.930367042167611014,s0.377345653024113992,s235.576285730818312913
023_4,s1.881454341747379022,s1.423199020932955916,s283.460384339879169602
023_5,s0.207035009215153998,s1.574777731051524965,s156.370615795900164358
023_6,s2.585572891802711215,s2.519031240525673176,s114.557947734646162985
023_7,s0.697463499121335984,s2.619099346934572914,s218.580358826408939876
023_8,s1.167884170232400987,s1.011975029401414927,s265.799047901957578688
023_9,s1.295821530785715048,s2.633911853567334038,s182.829023416874008490
023_10,s0.619306030315267986,s0.245753889348294008,s113.629428880191184703
023_11,s1.328847316416515101,s1.602354364514481988,s222.271499901336653693
023_12,s2.586688085619448074,s1.944476292585642918,s103.460383252485186745
023_13,s0.207034802598774992,s2.624077900223745985,s156.370618851984573894
023_14,s1.712456315373598992,s2.504887633573615879,s294.557303915064153443
023_15,s1.597013053691678008,s1.948737169651377110,s284.262316667220147792
023_16,s1.788389973950051948,s0.213903105299535989,s55.604099504446196534
023_17,s0.331765977725548000,s2.085193683543161036,s210.735739360247748664
023_18,s0.929969387411772042,s1.238025119743320968,s96.569106950763327291
023_19,s0.215873147145895006,s0.719619919935409968,s159.158561731154179597
023_20,s2.340655667301421161,s1.029343356254357911,s325.080768957284988119
023_21,s1.028259211927396111,s1.669058615869529971,s30.735760319842142962
023_22,s2.110779545551781045,s0.724888922952598991,s91.969495159915183535
024_0,s2.231813939925101575,s2.624615842050322723,s294.237010160171394091
024_1,s1.953361446465939011,s2.656877513369814370,s124.768926597966526515
024_2,s2.640638418523030051,s0.997222755724908261,s336.370301786936863664
024_3,s2.643094950041666280,s1.875916613331156224,s155.387062483579086347
024_4,s2.423046198596313427,s0.874115054869047392,s156.369285188726706792
024_5,s2.255560295774912571,s2.129467512589683142,s83.048404431968165795
024_6,s2.590542156540866614,s2.121356244233894461,s335.385719069046729146
024_7,s0.792812628906440886,s2.625798024046138934,s69.217639465165390789
024_8,s0.286256402000401700,s1.937480123292371070,s214.987957704433057415
024_9,s0.320166186876206238,s2.220099565795096375,s23.629382260849801867
024_10,s1.771810652929576957,s0.203229114814269168,s332.405874487276889795
024_11,s1.186430066626207980,s0.193786371086351328,s357.958491902844741617
024_12,s1.777679154959378227,s1.028960307953391107,s152.405875274665106645
024_13,s1.286024390934525252,s1.081244742901778411,s31.185477225069231366
024_14,s1.516729207019002823,s1.465357238159719966,s293.356442608233749070
024_15,s0.806396134009966903,s2.242880054189182015,s173.814524734503436321
024_16,s0.327642724856378575,s0.775862878075142204,s159.638796842978621271
024_17,s0.756371445600640402,s0.726522931780581027,s350.170104408377881100
024_18,s0.458234446065639012,s1.081370561129712193,s34.987958108404541235
024_19,s1.102123805806668910,s2.496806381291248211,s304.768992549207780485
024_20,s0.749106931436461343,s0.311894206896489112,s113.629326257779510456
024_21,s2.749260087146187193,s0.362380198051629077,s117.639701124088674078
024_22,s1.178277127074973007,s1.968096276113684873,s269.759621302035327517
024_23,s2.029953634961459308,s1.139686898858219166,s335.867159843904744321
025_0,s0.784233976554608692,s2.743101157151966341,s65.103564299164446538
025_1,s1.257905763057155291,s2.520479320960427927,s112.096123566392222415
025_2,s1.395841160515386203,s1.927442805665452230,s69.316001388418598594
025_3,s2.273737760369611394,s0.965471532761245199,s169.977703995357160238
025_4,s1.564729041232988616,s2.326012321895837509,s262.830608284324171109
025_5,s1.646014182056978026,s2.759229985211255620,s66.370423469680034145
025_6,s1.680129521647484303,s1.163753172291433824,s166.616461857086960663
025_7,s2.895472214021688195,s2.759232540093357056,s66.370622097172173426
025_8,s2.747354789837682887,s0.350355298874179211,s113.629377349628086336
025_9,s0.773417436550904447,s1.696978409154382028,s61.288544980223655045
025_10,s2.758564139718649333,s0.678043191397963874,s2.657902003810409752
025_11,s1.588463997132311123,s1.456390966389849773,s331.309969858637316520
025_12,s2.276556722197377702,s2.000432158108547132,s151.308619980075661715
025_13,s0.837156965245140050,s0.385474361228035300,s243.595212199498575956
025_14,s0.379234958431547753,s2.260685554516977280,s23.629454873760529665
025_15,s1.781385649870628418,s0.240127743683492989,s349.361744359067017740
025_16,s2.496558829875398899,s1.441791287423842327,s111.669245142428465556
025_17,s0.777421270745883852,s0.720001436005692885,s63.968694628897615928
025_18,s1.977811338054921597,s2.767196954851893764,s221.284587138570003617
025_19,s1.134459931690127377,s0.919467417932839592,s202.169966689009925176
025_20,s0.388192629890000696,s0.243275959495477201,s19.652126453342610546
025_21,s1.201470518387520281,s1.426573750364221516,s121.822814527675504337
025_22,s0.407956667218116964,s1.211312180491497026,s18.782263101904032254
025_23,s2.788064390625226263,s1.799007712342432841,s203.632946008988625408
025_24,s2.818038530322569013,s2.082735953824639275,s36.129486166963751259
026_0,s0.311750844217564604,s0.157414643437429197,s23.629642806481342632
026_1,s0.325576432859054132,s1.920109839251007200,s203.632581393385862611
026_2,s2.716895784426577531,s0.265267546307097757,s113.665163219444536935
026_3,s1.113549497260839738,s0.823012805619176335,s213.653995621915214542
026_4,s0.313918420902844053,s2.849645633389142674,s157.192486110392337650
026_5,s1.761705571486256394,s2.742446438907851114,s66.370399403860460552
026_6,s2.778433599284575894,s2.799023686581678660,s161.208203905684968049
026_7,s0.791555911118140942,s0.549814846221733489,s68.852509816963333833
026_8,s2.292909299639143139,s2.848821914647360565,s142.250787446430194905
026_9,s2.463640278746368040,s1.080291571983539978,s313.230962530142619471
026_10,s0.899051914649979023,s0.264819592354482936,s246.368929903489288336
026_11,s2.353109483363574839,s0.584928661681680673,s75.630697237281879097
026_12,s1.011028469615534053,s1.318598433253976188,s130.767206687361635886
026_13,s1.847876695955495530,s1.625318188614662818,s211.795497713662570050
026_14,s2.425480003827186870,s1.535122826277295571,s3.391079506565347401
026_15,s1.297082749710165350,s1.386132617884924700,s326.851441409901099178
026_16,s0.825256887864413313,s1.765387028207525910,s285.200184835298387043
026_17,s1.944067312573716677,s1.980284656689369704,s320.097626344532500298
026_18,s2.789418286098433786,s1.881036973909715915,s336.370743354030423689
026_19,s0.777389498624851627,s2.822378017194622224,s217.714969063405533234
026_20,s0.432212090256833048,s2.298132192879486446,s263.783172451405789616
026_21,s2.789273742490947949,s0.592995201605968969,s336.397368927654724757
026_22,s0.311746343332079512,s1.060127003957485048,s23.629400375879868079
026_23,s1.542106782995249947,s2.185905024383793638,s32.218512365785784368
026_24,s1.580148437752173063,s1.074519627179249648,s255.436772590221607970
026_25,s1.910697922502968993,s0.167396943536374382,s39.592761943529637847
027_0,s1.706556833197570455,s2.481710874548484380,s66.370618894841214797
027_1,s0.589581462039409421,s0.025487090534309861,s116.143293629987354620
027_2,s2.093026782038410971,s0.783736082130327083,s250.640706695269841475
027_3,s0.739170574947763837,s1.261338808254506949,s187.328977789473526627
027_4,s0.576541086313698825,s0.359562164771241366,s7.329009844872302892
027_5,s2.639572233936901657,s0.017868459576222542,s110.907996628131513717
027_6,s2.189401695684847660,s1.603436797298332994,s106.859119552638446748
027_7,s1.753231664538899226,s0.609616761194168300,s111.364052578995426757
027_8,s0.085315951193390555,s0.387460000269768734,s153.274721772727161806
027_9,s1.355061418495209891,s1.297913841927579748,s51.078408416479710752
027_10,s1.257869479887120390,s0.967668862644987082,s154.721538090996261872
027_11,s0.880656338826213081,s-0.007210205615957900,s293.948592319995611888
027_12,s0.898807081357748561,s2.067098859973314440,s231.078442876033818720
027_13,s1.813574581953465659,s1.856516957850464111,s59.189282425781357233
027_14,s1.619497872816602735,s1.026959988545131708,s286.859127886437249799
027_15,s0.041281199504500397,s0.633553943305261269,s333.275357517358486348
027_16,s2.518749125090339547,s1.662066957281449486,s335.146573315840043961
027_17,s2.641696599842551674,s2.481709131758746523,s66.370482992843676584
027_18,s0.529241272892551518,s1.463409259200758594,s1.298968662528295903
027_19,s2.207747832980226033,s2.024776335552735951,s20.035466165810134953
027_20,s2.534334524286726786,s1.244585387561744527,s203.629372098811415981
027_21,s1.772954610582051727,s-0.002786628438216760,s112.096924352853733353
027_22,s0.638777527827469216,s2.453923800634827401,s264.592175476739555506
027_23,s0.085282791860780041,s1.502823026435530895,s153.277338678745138623
027_24,s0.024819143962132709,s1.788434842948109393,s328.767166108188291673
027_25,s-0.061162255118744908,s2.481709469470873231,s293.629489744579132093
027_26,s1.907178756041592482,s0.213468249723496012,s290.641209963545065875
028_0,s0.942293048847389403,s1.192560298557040488,s43.856669584885672464
028_1,s1.845375989890160051,s0.943601809079572140,s349.070654808622464316
028_2,s1.718382034747585774,s1.897014713866600477,s173.419937283307234566
028_3,s0.502205910214402751,s2.550699710426035161,s57.354500058494927828
028_4,s1.477957157414861777,s0.507536245298109145,s288.218183495218795542
028_5,s2.709639089216843377,s-0.006163508678081110,s336.370828585413164546
028_6,s2.383233751452602966,s1.222215348028202975,s23.471168961300136857
028_7,s1.215841752191411551,s0.319812639990823488,s76.339507621885644539
028_8,s2.709639106614734949,s2.225260939578159292,s336.370632582903283492
028_9,s0.861293878340991470,s2.758680803795072745,s204.443523911851485764
028_10,s0.556270063917949087,s2.227314230939763107,s206.505316637414580327
028_11,s0.208347448077175396,s0.484702317772752134,s151.660570442846932337
028_12,s0.133907560012786864,s1.780149095482032262,s209.265878009550107208
028_13,s2.492667913439709171,s0.390525450405700303,s22.141519466528155391
028_14,s1.501106620486605703,s2.134407037661037343,s23.043974819637366380
028_15,s1.920678634834660947,s0.238451226509295566,s235.118919727884133408
028_16,s0.697116485806361763,s0.101216750498926533,s113.630249952862541818
028_17,s2.752835158668837323,s1.665265131510512253,s37.558548052197537004
028_18,s1.203030021748133782,s1.597409595508004099,s26.505313171186035248
028_19,s2.249604761089016858,s2.653735526830000246,s290.177126443789404675
028_20,s2.704713142285606775,s0.873954302450085208,s338.471167475484719489
028_21,s0.477835348994368914,s0.822493485913695754,s256.338472130515413028
028_22,s1.968197115251496987,s2.323376815595671996,s217.559056232826321775
028_23,s0.173315517937973451,s2.043021938848687213,s25.525819090501929765
028_24,s1.833133136810149777,s2.644236883345493005,s65.005879156874797786
028_25,s1.298109910117288157,s0.866993142240390813,s345.091328338376058582
028_26,s0.149236135621984928,s0.876121200125063337,s23.629372517979799539
028_27,s1.619687705896617480,s0.101198756865849546,s113.629377283671544774
029_0,s0.779918407267981340,s-0.113880780978431143,s113.607663592840594902
029_1,s1.047784476505261964,s1.044376021994569914,s161.273860191427274913
029_2,s0.656643945932844697,s1.400170261155234464,s157.857554503919800482
029_3,s0.074935556011545473,s0.609583838605862960,s337.927156487374531935
