id,x,y,deg
016_7,s0.8536796564403573,s-1.0463203435596427,s270
016_8,s-1.046320343559643,s-0.4963203435596429,s90
016_9,s-1.846320343559643,s-0.14632034355964288,s270
016_10,s-0.7213203435596428,s-0.7213203435596428,s0
016_11,s-0.37132034355964283,s0.0786796564403572,s180
016_12,s0.7536796564403572,s-0.4963203435596428,s90
016_13,s-0.04632034355964277,s-0.14632034355964274,s270
016_14,s1.0786796564403573,s-0.7213203435596428,s0
016_15,s1.4286796564403574,s0.0786796564403572,s180
017_0,s-1.6213203435596428,s-1.6213203435596428,s0
017_1,s-1.271320343559643,s-0.8213203435596428,s180
017_2,s-0.14632034355964288,s-1.3963203435596425,s90
017_3,s-0.946320343559643,s-1.0463203435596429,s270
017_4,s0.17867965644035722,s-1.6213203435596428,s0
017_5,s0.5286796564403572,s-0.8213203435596428,s180
017_6,s1.6536796564403573,s-1.3963203435596425,s90
017_7,s0.8536796564403573,s-1.0463203435596427,s270
017_8,s-1.046320343559643,s-0.4963203435596429,s90
017_9,s-1.846320343559643,s-0.14632034355964288,s270
017_10,s-0.7213203435596428,s-0.7213203435596428,s0
017_11,s-0.37132034355964283,s0.0786796564403572,s180
017_12,s0.7536796564403572,s-0.4963203435596428,s90
017_13,s-0.04632034355964277,s-0.14632034355964274,s270
017_14,s1.0786796564403573,s-0.7213203435596428,s0
017_15,s1.4286796564403574,s0.0786796564403572,s180
017_16,s0,s0,s0
018_0,s-1.75,s-1.75,s0
018_1,s-1.4,s-0.95,s180
018_2,s-0.275,s-1.525,s90
018_3,s-1.075,s-1.175,s270
018_4,s0.05000000000000005,s-1.75,s0
018_5,s0.4000000000000001,s-0.95,s180
018_6,s1.5250000000000004,s-1.5249999999999997,s90
018_7,s0.7250000000000003,s-1.1749999999999998,s270
018_8,s1.85,s-1.75,s0
018_9,s2.2,s-0.95,s180
018_10,s-1.175,s-0.625,s90
018_11,s-1.975,s-0.275,s270
018_12,s-0.85,s-0.85,s0
018_13,s-0.5,s-0.05,s180
018_14,s0.625,s-0.625,s90
018_15,s-0.17499999999999996,s-0.2749999999999999,s270
018_16,s0.9500000000000003,s-0.85,s0
018_17,s1.3000000000000003,s-0.05,s180
019_0,s-1.75,s-1.75,s0
019_1,s-1.4,s-0.95,s180
019_2,s-0.275,s-1.525,s90
019_3,s-1.075,s-1.175,s270
019_4,s0.05000000000000005,s-1.75,s0
019_5,s0.4000000000000001,s-0.95,s180
019_6,s1.5250000000000004,s-1.5249999999999997,s90
019_7,s0.7250000000000003,s-1.1749999999999998,s270
019_8,s1.85,s-1.75,s0
019_9,s2.2,s-0.95,s180
019_10,s-1.175,s-0.625,s90
019_11,s-1.975,s-0.275,s270
019_12,s-0.85,s-0.85,s0
019_13,s-0.5,s-0.05,s180
019_14,s0.625,s-0.625,s90
019_15,s-0.17499999999999996,s-0.2749999999999999,s270
019_16,s0.9500000000000003,s-0.85,s0
019_17,s1.3000000000000003,s-0.05,s180
019_18,s0,s0,s0
020_0,s-1.8717082451262845,s-1.8717082451262845,s0
020_1,s-1.5217082451262844,s-1.0717082451262845,s180
020_2,s-0.39670824512628455,s-1.6467082451262844,s90
020_3,s-1.1967082451262845,s-1.2967082451262846,s270
020_4,s-0.07170824512628449,s-1.8717082451262845,s0
020_5,s0.27829175487371555,s-1.0717082451262845,s180
020_6,s1.4032917548737156,s-1.6467082451262842,s90
020_7,s0.6032917548737156,s-1.2967082451262844,s270
020_8,s1.7282917548737158,s-1.8717082451262845,s0
020_9,s2.0782917548737156,s-1.0717082451262845,s180
020_10,s-1.2967082451262846,s-0.7467082451262845,s90
020_11,s-2.0967082451262846,s-0.39670824512628455,s270
020_12,s-0.9717082451262845,s-0.9717082451262845,s0
020_13,s-0.6217082451262845,s-0.17170824512628452,s180
020_14,s0.5032917548737156,s-0.7467082451262845,s90
020_15,s-0.2967082451262844,s-0.3967082451262845,s270
020_16,s0.8282917548737155,s-0.9717082451262845,s0
020_17,s1.1782917548737157,s-0.17170824512628452,s180
020_18,s2.3032917548737157,s-0.7467082451262843,s90
020_19,s1.5032917548737157,s-0.3967082451262843,s270
021_0,s-1.8717082451262845,s-1.8717082451262845,s0
021_1,s-1.5217082451262844,s-1.0717082451262845,s180
021_2,s-0.39670824512628455,s-1.6467082451262844,s90
021_3,s-1.1967082451262845,s-1.2967082451262846,s270
021_4,s-0.07170824512628449,s-1.8717082451262845,s0
021_5,s0.27829175487371555,s-1.0717082451262845,s180
021_6,s1.4032917548737156,s-1.6467082451262842,s90
021_7,s0.6032917548737156,s-1.2967082451262844,s270
021_8,s1.7282917548737158,s-1.8717082451262845,s0
021_9,s2.0782917548737156,s-1.0717082451262845,s180
021_10,s-1.2967082451262846,s-0.7467082451262845,s90
021_11,s-2.0967082451262846,s-0.39670824512628455,s270
021_12,s-0.9717082451262845,s-0.9717082451262845,s0
021_13,s-0.6217082451262845,s-0.17170824512628452,s180
021_14,s0.5032917548737156,s-0.7467082451262845,s90
021_15,s-0.2967082451262844,s-0.3967082451262845,s270
021_16,s0.8282917548737155,s-0.9717082451262845,s0
021_17,s1.1782917548737157,s-0.17170824512628452,s180
021_18,s2.3032917548737157,s-0.7467082451262843,s90
021_19,s1.5032917548737157,s-0.3967082451262843,s270
021_20,s0,s0,s0
022_0,s-1.98746859276655,s-1.98746859276655,s0
022_1,s-1.63746859276655,s-1.18746859276655,s180
022_2,s-0.51246859276655,s-1.76246859276655,s90
022_3,s-1.31246859276655,s-1.4124685927665501,s270
022_4,s-0.18746859276654979,s-1.98746859276655,s0
022_5,s0.16253140723345022,s-1.18746859276655,s180
022_6,s1.2875314072334503,s-1.7624685927665498,s90
022_7,s0.48753140723345023,s-1.4124685927665497,s270
022_8,s1.6125314072334502,s-1.98746859276655,s0
022_9,s1.9625314072334503,s-1.18746859276655,s180
022_10,s-1.4124685927665501,s-0.86246859276655,s90
022_11,s-2.21246859276655,s-0.51246859276655,s270
022_12,s-1.08746859276655,s-1.08746859276655,s0
022_13,s-0.73746859276655,s-0.28746859276655,s180
022_14,s0.38753140723345025,s-0.86246859276655,s90
022_15,s-0.41246859276654974,s-0.51246859276655,s270
022_16,s0.7125314072334502,s-1.08746859276655,s0
022_17,s1.0625314072334502,s-0.28746859276655,s180
022_18,s2.1875314072334504,s-0.8624685927665497,s90
022_19,s1.3875314072334501,s-0.5124685927665498,s270
022_20,s-1.98746859276655,s-0.18746859276654979,s0
022_21,s-1.63746859276655,s0.6125314072334502,s180
023_0,s-1.98746859276655,s-1.98746859276655,s0
023_1,s-1.63746859276655,s-1.18746859276655,s180
023_2,s-0.51246859276655,s-1.76246859276655,s90
023_3,s-1.31246859276655,s-1.4124685927665501,s270
023_4,s-0.18746859276654979,s-1.98746859276655,s0
023_5,s0.16253140723345022,s-1.18746859276655,s180
023_6,s1.2875314072334503,s-1.7624685927665498,s90
023_7,s0.48753140723345023,s-1.4124685927665497,s270
023_8,s1.6125314072334502,s-1.98746859276655,s0
023_9,s1.9625314072334503,s-1.18746859276655,s180
023_10,s-1.4124685927665501,s-0.86246859276655,s90
023_11,s-2.21246859276655,s-0.51246859276655,s270
023_12,s-1.08746859276655,s-1.08746859276655,s0
023_13,s-0.73746859276655,s-0.28746859276655,s180
023_14,s0.38753140723345025,s-0.86246859276655,s90
023_15,s-0.41246859276654974,s-0.51246859276655,s270
023_16,s0.7125314072334502,s-1.08746859276655,s0
023_17,s1.0625314072334502,s-0.28746859276655,s180
023_18,s2.1875314072334504,s-0.8624685927665497,s90
023_19,s1.3875314072334501,s-0.5124685927665498,s270
023_20,s-1.98746859276655,s-0.18746859276654979,s0
023_21,s-1.63746859276655,s0.6125314072334502,s180
023_22,s0,s0,s0
024_0,s-2.098076211353316,s-2.098076211353316,s0
024_1,s-1.7480762113533161,s-1.2980762113533162,s180
024_2,s-0.6230762113533161,s-1.8730762113533164,s90
024_3,s-1.4230762113533162,s-1.523076211353316,s270
024_4,s-0.29807621135331597,s-2.098076211353316,s0
024_5,s0.05192378864668403,s-1.2980762113533162,s180
024_6,s1.1769237886466841,s-1.873076211353316,s90
024_7,s0.37692378864668413,s-1.5230762113533158,s270
024_8,s1.5019237886466839,s-2.098076211353316,s0
024_9,s1.851923788646684,s-1.2980762113533162,s180
024_10,s-1.523076211353316,s-0.973076211353316,s90
024_11,s-2.3230762113533165,s-0.6230762113533159,s270
024_12,s-1.198076211353316,s-1.198076211353316,s0
024_13,s-0.848076211353316,s-0.39807621135331595,s180
024_14,s0.27692378864668415,s-0.973076211353316,s90
024_15,s-0.523076211353316,s-0.6230762113533159,s270
024_16,s0.6019237886466842,s-1.198076211353316,s0
024_17,s0.9519237886466841,s-0.39807621135331595,s180
024_18,s2.0769237886466843,s-0.9730762113533161,s90
024_19,s1.276923788646684,s-0.6230762113533161,s270
024_20,s-2.098076211353316,s-0.29807621135331597,s0
024_21,s-1.7480762113533161,s0.5019237886466841,s180
024_22,s-0.6230762113533159,s-0.0730762113533161,s90
024_23,s-1.4230762113533157,s0.27692378864668404,s270
025_0,s-2.098076211353316,s-2.098076211353316,s0
025_1,s-1.7480762113533161,s-1.2980762113533162,s180
025_2,s-0.6230762113533161,s-1.8730762113533164,s90
025_3,s-1.4230762113533162,s-1.523076211353316,s270
025_4,s-0.29807621135331597,s-2.098076211353316,s0
025_5,s0.05192378864668403,s-1.2980762113533162,s180
025_6,s1.1769237886466841,s-1.873076211353316,s90
025_7,s0.37692378864668413,s-1.5230762113533158,s270
025_8,s1.5019237886466839,s-2.098076211353316,s0
025_9,s1.851923788646684,s-1.2980762113533162,s180
025_10,s-1.523076211353316,s-0.973076211353316,s90
025_11,s-2.3230762113533165,s-0.6230762113533159,s270
025_12,s-1.198076211353316,s-1.198076211353316,s0
025_13,s-0.848076211353316,s-0.39807621135331595,s180
025_14,s0.27692378864668415,s-0.973076211353316,s90
025_15,s-0.523076211353316,s-0.6230762113533159,s270
025_16,s0.6019237886466842,s-1.198076211353316,s0
025_17,s0.9519237886466841,s-0.39807621135331595,s180
025_18,s2.0769237886466843,s-0.9730762113533161,s90
025_19,s1.276923788646684,s-0.6230762113533161,s270
025_20,s-2.098076211353316,s-0.29807621135331597,s0
025_21,s-1.7480762113533161,s0.5019237886466841,s180
025_22,s-0.6230762113533159,s-0.0730762113533161,s90
025_23,s-1.4230762113533157,s0.27692378864668404,s270
025_24,s0,s0,s0
026_0,s-2.2041634565979917,s-2.2041634565979917,s0
026_1,s-1.8541634565979916,s-1.4041634565979917,s180
026_2,s-0.7291634565979916,s-1.9791634565979914,s90
026_3,s-1.5291634565979917,s-1.6291634565979918,s270
026_4,s-0.4041634565979917,s-2.2041634565979917,s0
026_5,s-0.0541634565979917,s-1.4041634565979917,s180
026_6,s1.0708365434020084,s-1.9791634565979914,s90
026_7,s0.27083654340200847,s-1.6291634565979913,s270
026_8,s1.3958365434020084,s-2.2041634565979917,s0
026_9,s1.7458365434020082,s-1.4041634565979917,s180
026_10,s2.870836543402008,s-1.9791634565979916,s90
026_11,s2.070836543402008,s-1.629163456597992,s270
026_12,s-1.6291634565979918,s-1.0791634565979917,s90
026_13,s-2.4291634565979914,s-0.7291634565979918,s270
026_14,s-1.3041634565979916,s-1.3041634565979916,s0
026_15,s-0.9541634565979918,s-0.5041634565979918,s180
026_16,s0.17083654340200818,s-1.0791634565979917,s90
026_17,s-0.6291634565979917,s-0.7291634565979918,s270
026_18,s0.49583654340200845,s-1.3041634565979916,s0
026_19,s0.8458365434020084,s-0.5041634565979918,s180
026_20,s1.970836543402008,s-1.0791634565979917,s90
026_21,s1.1708365434020083,s-0.7291634565979916,s270
026_22,s2.2958365434020083,s-1.3041634565979916,s0
026_23,s2.645836543402008,s-0.5041634565979918,s180
026_24,s-2.2041634565979917,s-0.4041634565979917,s0
026_25,s-1.8541634565979916,s0.3958365434020083,s180
027_0,s-2.2041634565979917,s-2.2041634565979917,s0
027_1,s-1.8541634565979916,s-1.4041634565979917,s180
027_2,s-0.7291634565979916,s-1.9791634565979914,s90
027_3,s-1.5291634565979917,s-1.6291634565979918,s270
027_4,s-0.4041634565979917,s-2.2041634565979917,s0
027_5,s-0.0541634565979917,s-1.4041634565979917,s180
027_6,s1.0708365434020084,s-1.9791634565979914,s90
027_7,s0.27083654340200847,s-1.6291634565979913,s270
027_8,s1.3958365434020084,s-2.2041634565979917,s0
027_9,s1.7458365434020082,s-1.4041634565979917,s180
027_10,s2.870836543402008,s-1.9791634565979916,s90
027_11,s2.070836543402008,s-1.629163456597992,s270
027_12,s-1.6291634565979918,s-1.0791634565979917,s90
027_13,s-2.4291634565979914,s-0.7291634565979918,s270
027_14,s-1.3041634565979916,s-1.3041634565979916,s0
027_15,s-0.9541634565979918,s-0.5041634565979918,s180
027_16,s0.17083654340200818,s-1.0791634565979917,s90
027_17,s-0.6291634565979917,s-0.7291634565979918,s270
027_18,s0.49583654340200845,s-1.3041634565979916,s0
027_19,s0.8458365434020084,s-0.5041634565979918,s180
027_20,s1.970836543402008,s-1.0791634565979917,s90
027_21,s1.1708365434020083,s-0.7291634565979916,s270
027_22,s2.2958365434020083,s-1.3041634565979916,s0
027_23,s2.645836543402008,s-0.5041634565979918,s180
027_24,s-2.2041634565979917,s-0.4041634565979917,s0
027_25,s-1.8541634565979916,s0.3958365434020083,s180
027_26,s0,s0,s0
028_0,s-2.306243040080456,s-2.306243040080456,s0
028_1,s-1.956243040080456,s-1.5062430400804558,s180
028_2,s-0.8312430400804562,s-2.081243040080456,s90
028_3,s-1.6312430400804565,s-1.731243040080456,s270
028_4,s-0.5062430400804562,s-2.306243040080456,s0
028_5,s-0.15624304008045609,s-1.5062430400804558,s180
028_6,s0.9687569599195444,s-2.081243040080456,s90
028_7,s0.16875695991954406,s-1.731243040080456,s270
028_8,s1.293756959919544,s-2.306243040080456,s0
028_9,s1.643756959919544,s-1.5062430400804558,s180
028_10,s2.7687569599195445,s-2.081243040080456,s90
028_11,s1.9687569599195438,s-1.7312430400804562,s270
028_12,s-1.7312430400804562,s-1.1812430400804566,s90
028_13,s-2.531243040080456,s-0.8312430400804562,s270
028_14,s-1.4062430400804562,s-1.4062430400804562,s0
028_15,s-1.056243040080456,s-0.6062430400804562,s180
028_16,s0.06875695991954381,s-1.181243040080456,s90
028_17,s-0.7312430400804562,s-0.831243040080456,s270
028_18,s0.39375695991954407,s-1.4062430400804562,s0
028_19,s0.743756959919544,s-0.6062430400804562,s180
028_20,s1.8687569599195442,s-1.1812430400804559,s90
028_21,s1.0687569599195441,s-0.8312430400804559,s270
028_22,s2.193756959919544,s-1.4062430400804562,s0
028_23,s2.543756959919544,s-0.6062430400804562,s180
028_24,s-2.306243040080456,s-0.5062430400804562,s0
028_25,s-1.956243040080456,s0.29375695991954387,s180
028_26,s-0.8312430400804562,s-0.2812430400804561,s90
028_27,s-1.6312430400804563,s0.06875695991954393,s270
029_0,s-2.306243040080456,s-2.306243040080456,s0
029_1,s-1.956243040080456,s-1.5062430400804558,s180
029_2,s-0.8312430400804562,s-2.081243040080456,s90
029_3,s-1.6312430400804565,s-1.731243040080456,s270
029_4,s-0.5062430400804562,s-2.306243040080456,s0
029_5,s-0.15624304008045609,s-1.5062430400804558,s180
029_6,s0.9687569599195444,s-2.081243040080456,s90
029_7,s0.16875695991954406,s-1.731243040080456,s270
029_8,s1.293756959919544,s-2.306243040080456,s0
029_9,s1.643756959919544,s-1.5062430400804558,s180
029_10,s2.7687569599195445,s-2.081243040080456,s90
029_11,s1.9687569599195438,s-1.7312430400804562,s270
029_12,s-1.7312430400804562,s-1.1812430400804566,s90
029_13,s-2.531243040080456,s-0.8312430400804562,s270
029_14,s-1.4062430400804562,s-1.4062430400804562,s0
029_15,s-1.056243040080456,s-0.6062430400804562,s180
029_16,s0.06875695991954381,s-1.181243040080456,s90
029_17,s-0.7312430400804562,s-0.831243040080456,s270
029_18,s0.39375695991954407,s-1.4062430400804562,s0
029_19,s0.743756959919544,s-0.6062430400804562,s180
029_20,s1.8687569599195442,s-1.1812430400804559,s90
029_21,s1.0687569599195441,s-0.8312430400804559,s270
029_22,s2.193756959919544,s-1.4062430400804562,s0
029_23,s2.543756959919544,s-0.6062430400804562,s180
029_24,s-2.306243040080456,s-0.5062430400804562,s0
029_25,s-1.956243040080456,s0.29375695991954387,s180
029_26,s-0.8312430400804562,s-0.2812430400804561,s90
029_27,s-1.6312430400804563,s0.06875695991954393,s270
029_28,s0,s0,s0
030_0,s-2.4047375096555625,s-2.4047375096555625,s0
030_1,s-2.054737509655563,s-1.604737509655563,s180
030_2,s-0.9297375096555632,s-2.179737509655563,s90
030_3,s-1.729737509655563,s-1.829737509655563,s270
030_4,s-0.6047375096555628,s-2.4047375096555625,s0
030_5,s-0.2547375096555629,s-1.604737509655563,s180
030_6,s0.870262490344437,s-2.179737509655563,s90
030_7,s0.07026249034443725,s-1.8297375096555628,s270
030_8,s1.195262490344437,s-2.4047375096555625,s0
030_9,s1.545262490344437,s-1.604737509655563,s180
030_10,s2.6702624903444367,s-2.179737509655563,s90
030_11,s1.870262490344437,s-1.8297375096555628,s270
030_12,s-1.829737509655563,s-1.2797375096555628,s90
030_13,s-2.629737509655563,s-0.929737509655563,s270
030_14,s-1.504737509655563,s-1.504737509655563,s0
030_15,s-1.154737509655563,s-0.704737509655563,s180
030_16,s-0.02973750965556301,s-1.279737509655563,s90
030_17,s-0.829737509655563,s-0.929737509655563,s270
030_18,s0.2952624903444372,s-1.504737509655563,s0
030_19,s0.6452624903444373,s-0.704737509655563,s180
030_20,s1.770262490344437,s-1.279737509655563,s90
030_21,s0.970262490344437,s-0.929737509655563,s270
030_22,s2.095262490344437,s-1.504737509655563,s0
030_23,s2.445262490344437,s-0.704737509655563,s180
030_24,s-2.4047375096555625,s-0.6047375096555628,s0
030_25,s-2.054737509655563,s0.1952624903444371,s180
030_26,s-0.9297375096555631,s-0.37973750965556285,s90
030_27,s-1.729737509655563,s-0.02973750965556288,s270
030_28,s-0.6047375096555628,s-0.6047375096555628,s0
030_29,s-0.2547375096555629,s0.1952624903444371,s180
031_0,s-2.4047375096555625,s-2.4047375096555625,s0
031_1,s-2.054737509655563,s-1.604737509655563,s180
031_2,s-0.9297375096555632,s-2.179737509655563,s90
031_3,s-1.729737509655563,s-1.829737509655563,s270
031_4,s-0.6047375096555628,s-2.4047375096555625,s0
031_5,s-0.2547375096555629,s-1.604737509655563,s180
031_6,s0.870262490344437,s-2.179737509655563,s90
031_7,s0.07026249034443725,s-1.8297375096555628,s270
031_8,s1.195262490344437,s-2.4047375096555625,s0
031_9,s1.545262490344437,s-1.604737509655563,s180
031_10,s2.6702624903444367,s-2.179737509655563,s90
031_11,s1.870262490344437,s-1.8297375096555628,s270
031_12,s-1.829737509655563,s-1.2797375096555628,s90
031_13,s-2.629737509655563,s-0.929737509655563,s270
031_14,s-1.504737509655563,s-1.504737509655563,s0
031_15,s-1.154737509655563,s-0.704737509655563,s180
031_16,s-0.02973750965556301,s-1.279737509655563,s90
031_17,s-0.829737509655563,s-0.929737509655563,s270
031_18,s0.2952624903444372,s-1.504737509655563,s0
031_19,s0.6452624903444373,s-0.704737509655563,s180
031_20,s1.770262490344437,s-1.279737509655563,s90
031_21,s0.970262490344437,s-0.929737509655563,s270
031_22,s2.095262490344437,s-1.504737509655563,s0
031_23,s2.445262490344437,s-0.704737509655563,s180
031_24,s-2.4047375096555625,s-0.6047375096555628,s0
031_25,s-2.054737509655563,s0.1952624903444371,s180
031_26,s-0.9297375096555631,s-0.37973750965556285,s90
031_27,s-1.729737509655563,s-0.02973750965556288,s270
031_28,s-0.6047375096555628,s-0.6047375096555628,s0
031_29,s-0.2547375096555629,s0.1952624903444371,s180
031_30,s0,s0,s0
032_0,s-2.5,s-2.5,s0
032_1,s-2.15,s-1.7,s180
032_2,s-1.025,s-2.275,s90
032_3,s-1.825,s-1.925,s270
032_4,s-0.7,s-2.5,s0
032_5,s-0.35,s-1.7,s180
032_6,s0.7750000000000002,s-2.275,s90
032_7,s-0.024999999999999745,s-1.9249999999999998,s270
032_8,s1.1,s-2.5,s0
032_9,s1.45,s-1.7,s180
032_10,s2.575,s-2.275,s90
032_11,s1.775,s-1.925,s270
032_12,s-1.925,s-1.375,s90
032_13,s-2.725,s-1.025,s270
032_14,s-1.6,s-1.6,s0
032_15,s-1.25,s-0.8,s180
032_16,s-0.125,s-1.375,s90
032_17,s-0.925,s-1.025,s270
032_18,s0.2000000000000002,s-1.6,s0
032_19,s0.5500000000000002,s-0.8,s180
032_20,s1.675,s-1.375,s90
032_21,s0.875,s-1.025,s270
032_22,s2.0,s-1.6,s0
032_23,s2.35,s-0.8,s180
032_24,s-2.5,s-0.7,s0
032_25,s-2.15,s0.1,s180
032_26,s-1.025,s-0.475,s90
032_27,s-1.825,s-0.125,s270
032_28,s-0.7,s-0.7,s0
032_29,s-0.35,s0.1,s180
032_30,s0.7750000000000002,s-0.4750000000000001,s90
032_31,s-0.024999999999999807,s-0.12500000000000006,s270
033_0,s-2.5,s-2.5,s0
033_1,s-2.15,s-1.7,s180
033_2,s-1.025,s-2.275,s90
033_3,s-1.825,s-1.925,s270
033_4,s-0.7,s-2.5,s0
033_5,s-0.35,s-1.7,s180
033_6,s0.7750000000000002,s-2.275,s90
033_7,s-0.024999999999999745,s-1.9249999999999998,s270
033_8,s1.1,s-2.5,s0
033_9,s1.45,s-1.7,s180
