id,x,y,deg
023_3,s-0.3025,s-0.6499999999999999,s180
023_4,s0.6525,s-1.45,s0
023_5,s1.0025,s-0.6499999999999999,s180
023_6,s1.9575,s-1.45,s0
023_7,s2.3075,s-0.6499999999999999,s180
023_8,s-1.9575,s0.0,s0
023_9,s-1.6075,s0.8,s180
023_10,s-0.6525,s0.0,s0
023_11,s-0.3025,s0.8,s180
023_12,s0.6525,s0.0,s0
023_13,s1.0025,s0.8,s180
023_14,s1.9575,s0.0,s0
023_15,s2.3075,s0.8,s180
023_16,s-1.9575,s1.45,s0
023_17,s-1.6075,s2.25,s180
023_18,s-0.6525,s1.45,s0
023_19,s-0.3025,s2.25,s180
023_20,s0.6525,s1.45,s0
023_21,s1.0025,s2.25,s180
023_22,s0.17500000000000004,s0.40000000000000013,s0
024_0,s-1.9575,s-1.45,s0
024_1,s-1.6075,s-0.6499999999999999,s180
024_2,s-0.6525,s-1.45,s0
024_3,s-0.3025,s-0.6499999999999999,s180
024_4,s0.6525,s-1.45,s0
024_5,s1.0025,s-0.6499999999999999,s180
024_6,s1.9575,s-1.45,s0
024_7,s2.3075,s-0.6499999999999999,s180
024_8,s-1.9575,s0.0,s0
024_9,s-1.6075,s0.8,s180
024_10,s-0.6525,s0.0,s0
024_11,s-0.3025,s0.8,s180
024_12,s0.6525,s0.0,s0
024_13,s1.0025,s0.8,s180
024_14,s1.9575,s0.0,s0
024_15,s2.3075,s0.8,s180
024_16,s-1.9575,s1.45,s0
024_17,s-1.6075,s2.25,s180
024_18,s-0.6525,s1.45,s0
024_19,s-0.3025,s2.25,s180
024_20,s0.6525,s1.45,s0
024_21,s1.0025,s2.25,s180
024_22,s1.9575,s1.45,s0
024_23,s2.3075,s2.25,s180
025_0,s-1.9575,s-1.45,s0
025_1,s-1.6075,s-0.6499999999999999,s180
025_2,s-0.6525,s-1.45,s0
025_3,s-0.3025,s-0.6499999999999999,s180
025_4,s0.6525,s-1.45,s0
025_5,s1.0025,s-0.6499999999999999,s180
025_6,s1.9575,s-1.45,s0
025_7,s2.3075,s-0.6499999999999999,s180
025_8,s-1.9575,s0.0,s0
025_9,s-1.6075,s0.8,s180
025_10,s-0.6525,s0.0,s0
025_11,s-0.3025,s0.8,s180
025_12,s0.6525,s0.0,s0
025_13,s1.0025,s0.8,s180
025_14,s1.9575,s0.0,s0
025_15,s2.3075,s0.8,s180
025_16,s-1.9575,s1.45,s0
025_17,s-1.6075,s2.25,s180
025_18,s-0.6525,s1.45,s0
025_19,s-0.3025,s2.25,s180
025_20,s0.6525,s1.45,s0
025_21,s1.0025,s2.25,s180
025_22,s1.9575,s1.45,s0
025_23,s2.3075,s2.25,s180
025_24,s0.17500000000000004,s0.40000000000000013,s0
026_0,s-1.5524999999999998,s-1.7249999999999999,s0
026_1,s-1.2024999999999997,s-0.9249999999999998,s180
026_2,s-0.5175,s-1.7249999999999999,s0
026_3,s-0.16749999999999998,s-0.9249999999999998,s180
026_4,s0.5175,s-1.7249999999999999,s0
026_5,s0.8674999999999999,s-0.9249999999999998,s180
026_6,s1.5524999999999998,s-1.7249999999999999,s0
026_7,s1.9024999999999999,s-0.9249999999999998,s180
026_8,s-1.5524999999999998,s-0.575,s0
026_9,s-1.2024999999999997,s0.2250000000000001,s180
026_10,s-0.5175,s-0.575,s0
026_11,s-0.16749999999999998,s0.2250000000000001,s180
026_12,s1.5524999999999998,s-0.575,s0
026_13,s1.9024999999999999,s0.2250000000000001,s180
026_14,s-1.5524999999999998,s0.575,s0
026_15,s-1.2024999999999997,s1.375,s180
026_16,s-0.5175,s0.575,s0
026_17,s-0.16749999999999998,s1.375,s180
026_18,s1.5524999999999998,s0.575,s0
026_19,s1.9024999999999999,s1.375,s180
026_20,s-1.5524999999999998,s1.7249999999999999,s0
026_21,s-1.2024999999999997,s2.525,s180
026_22,s-0.5175,s1.7249999999999999,s0
026_23,s-0.16749999999999998,s2.525,s180
026_24,s1.5524999999999998,s1.7249999999999999,s0
026_25,s1.9024999999999999,s2.525,s180
027_0,s-1.5524999999999998,s-1.7249999999999999,s0
027_1,s-1.2024999999999997,s-0.9249999999999998,s180
027_2,s-0.5175,s-1.7249999999999999,s0
027_3,s-0.16749999999999998,s-0.9249999999999998,s180
027_4,s0.5175,s-1.7249999999999999,s0
027_5,s0.8674999999999999,s-0.9249999999999998,s180
027_6,s1.5524999999999998,s-1.7249999999999999,s0
027_7,s1.9024999999999999,s-0.9249999999999998,s180
027_8,s-1.5524999999999998,s-0.575,s0
027_9,s-1.2024999999999997,s0.2250000000000001,s180
027_10,s-0.5175,s-0.575,s0
027_11,s-0.16749999999999998,s0.2250000000000001,s180
027_12,s1.5524999999999998,s-0.575,s0
027_13,s1.9024999999999999,s0.2250000000000001,s180
027_14,s-1.5524999999999998,s0.575,s0
027_15,s-1.2024999999999997,s1.375,s180
027_16,s-0.5175,s0.575,s0
027_17,s-0.16749999999999998,s1.375,s180
027_18,s1.5524999999999998,s0.575,s0
027_19,s1.9024999999999999,s1.375,s180
027_20,s-1.5524999999999998,s1.7249999999999999,s0
027_21,s-1.2024999999999997,s2.525,s180
027_22,s-0.5175,s1.7249999999999999,s0
027_23,s-0.16749999999999998,s2.525,s180
027_24,s1.5524999999999998,s1.7249999999999999,s0
027_25,s1.9024999999999999,s2.525,s180
027_26,s2.7525,s0.4,s0
028_0,s-2.16,s-2.4000000000000004,s0
028_1,s-1.81,s-1.6000000000000003,s180
028_2,s-0.7200000000000001,s-2.4000000000000004,s0
028_3,s-0.3700000000000001,s-1.6000000000000003,s180
028_4,s0.7200000000000001,s-2.4000000000000004,s0
028_5,s1.07,s-1.6000000000000003,s180
028_6,s2.16,s-2.4000000000000004,s0
028_7,s2.5100000000000002,s-1.6000000000000003,s180
028_8,s-2.16,s-0.8,s0
028_9,s-1.81,s0.0,s180
028_10,s-0.7200000000000001,s-0.8,s0
028_11,s-0.3700000000000001,s0.0,s180
028_12,s2.16,s-0.8,s0
028_13,s2.5100000000000002,s0.0,s180
028_14,s-2.16,s0.8,s0
028_15,s-1.81,s1.6,s180
028_16,s-0.7200000000000001,s0.8,s0
028_17,s-0.3700000000000001,s1.6,s180
028_18,s2.16,s0.8,s0
028_19,s2.5100000000000002,s1.6,s180
029_0,s-2.16,s-2.4000000000000004,s0
029_1,s-1.81,s-1.6000000000000003,s180
029_2,s-0.7200000000000001,s-2.4000000000000004,s0
029_3,s-0.3700000000000001,s-1.6000000000000003,s180
029_4,s0.7200000000000001,s-2.4000000000000004,s0
029_5,s1.07,s-1.6000000000000003,s180
029_6,s2.16,s-2.4000000000000004,s0
029_7,s2.5100000000000002,s-1.6000000000000003,s180
029_8,s-2.16,s-0.8,s0
029_9,s-1.81,s0.0,s180
029_10,s-0.7200000000000001,s-0.8,s0
029_11,s-0.3700000000000001,s0.0,s180
029_12,s2.16,s-0.8,s0
029_13,s2.5100000000000002,s0.0,s180
029_14,s-2.16,s0.8,s0
029_15,s-1.81,s1.6,s180
029_16,s-0.7200000000000001,s0.8,s0
029_17,s-0.3700000000000001,s1.6,s180
029_18,s2.16,s0.8,s0
029_19,s2.5100000000000002,s1.6,s180
029_20,s0.17500000000000004,s-0.40000000000000024,s0
030_0,s-2.16,s-2.4000000000000004,s0
030_1,s-1.81,s-1.6000000000000003,s180
030_2,s-0.7200000000000001,s-2.4000000000000004,s0
030_3,s-0.3700000000000001,s-1.6000000000000003,s180
030_4,s0.7200000000000001,s-2.4000000000000004,s0
030_5,s1.07,s-1.6000000000000003,s180
030_6,s2.16,s-2.4000000000000004,s0
030_7,s2.5100000000000002,s-1.6000000000000003,s180
030_8,s-2.16,s-0.8,s0
030_9,s-1.81,s0.0,s180
030_10,s-0.7200000000000001,s-0.8,s0
030_11,s-0.3700000000000001,s0.0,s180
030_12,s2.16,s-0.8,s0
030_13,s2.5100000000000002,s0.0,s180
030_14,s-2.16,s0.8,s0
030_15,s-1.81,s1.6,s180
030_16,s-0.7200000000000001,s0.8,s0
030_17,s-0.3700000000000001,s1.6,s180
030_18,s2.16,s0.8,s0
030_19,s2.5100000000000002,s1.6,s180
031_0,s-2.16,s-2.4000000000000004,s0
031_1,s-1.81,s-1.6000000000000003,s180
031_2,s-0.7200000000000001,s-2.4000000000000004,s0
031_3,s-0.3700000000000001,s-1.6000000000000003,s180
031_4,s0.7200000000000001,s-2.4000000000000004,s0
031_5,s1.07,s-1.6000000000000003,s180
031_6,s2.16,s-2.4000000000000004,s0
031_7,s2.5100000000000002,s-1.6000000000000003,s180
031_8,s-2.16,s-0.8,s0
031_9,s-1.81,s0.0,s180
031_10,s-0.7200000000000001,s-0.8,s0
031_11,s-0.3700000000000001,s0.0,s180
031_12,s2.16,s-0.8,s0
031_13,s2.5100000000000002,s0.0,s180
031_14,s-2.16,s0.8,s0
031_15,s-1.81,s1.6,s180
031_16,s-0.7200000000000001,s0.8,s0
031_17,s-0.3700000000000001,s1.6,s180
031_18,s2.16,s0.8,s0
031_19,s2.5100000000000002,s1.6,s180
031_20,s0.17500000000000004,s-0.40000000000000024,s0
032_0,s-2.16,s-2.4000000000000004,s0
032_1,s-1.81,s-1.6000000000000003,s180
032_2,s-0.7200000000000001,s-2.4000000000000004,s0
032_3,s-0.3700000000000001,s-1.6000000000000003,s180
032_4,s0.7200000000000001,s-2.4000000000000004,s0
032_5,s1.07,s-1.6000000000000003,s180
032_6,s2.16,s-2.4000000000000004,s0
032_7,s2.5100000000000002,s-1.6000000000000003,s180
032_8,s-2.16,s-0.8,s0
032_9,s-1.81,s0.0,s180
032_10,s-0.7200000000000001,s-0.8,s0
032_11,s-0.3700000000000001,s0.0,s180
032_12,s2.16,s-0.8,s0
032_13,s2.5100000000000002,s0.0,s180
032_14,s-2.16,s0.8,s0
032_15,s-1.81,s1.6,s180
032_16,s-0.7200000000000001,s0.8,s0
032_17,s-0.3700000000000001,s1.6,s180
032_18,s2.16,s0.8,s0
032_19,s2.5100000000000002,s1.6,s180
033_0,s-2.16,s-2.4000000000000004,s0
033_1,s-1.81,s-1.6000000000000003,s180
033_2,s-0.7200000000000001,s-2.4000000000000004,s0
033_3,s-0.3700000000000001,s-1.6000000000000003,s180
033_4,s0.7200000000000001,s-2.4000000000000004,s0
033_5,s1.07,s-1.6000000000000003,s180
033_6,s2.16,s-2.4000000000000004,s0
033_7,s2.5100000000000002,s-1.6000000000000003,s180
033_8,s-2.16,s-0.8,s0
033_9,s-1.81,s0.0,s180
033_10,s-0.7200000000000001,s-0.8,s0
033_11,s-0.3700000000000001,s0.0,s180
033_12,s2.16,s-0.8,s0
033_13,s2.5100000000000002,s0.0,s180
033_14,s-2.16,s0.8,s0
033_15,s-1.81,s1.6,s180
033_16,s-0.7200000000000001,s0.8,s0
033_17,s-0.3700000000000001,s1.6,s180
033_18,s2.16,s0.8,s0
033_19,s2.5100000000000002,s1.6,s180
033_20,s0.17500000000000004,s-0.40000000000000024,s0
034_0,s-2.07,s-1.7249999999999999,s0
034_1,s-1.7199999999999998,s-0.9249999999999998,s180
034_2,s-1.035,s-1.7249999999999999,s0
034_3,s-0.6849999999999999,s-0.9249999999999998,s180
034_4,s0.0,s-1.7249999999999999,s0
034_5,s0.35,s-0.9249999999999998,s180
034_6,s1.035,s-1.7249999999999999,s0
034_7,s1.3849999999999998,s-0.9249999999999998,s180
034_8,s2.07,s-1.7249999999999999,s0
034_9,s2.42,s-0.9249999999999998,s180
034_10,s-2.07,s-0.575,s0
034_11,s-1.7199999999999998,s0.2250000000000001,s180
034_12,s-1.035,s-0.575,s0
034_13,s-0.6849999999999999,s0.2250000000000001,s180
034_14,s0.0,s-0.575,s0
034_15,s0.35,s0.2250000000000001,s180
034_16,s2.07,s-0.575,s0
034_17,s2.42,s0.2250000000000001,s180
034_18,s-2.07,s0.575,s0
034_19,s-1.7199999999999998,s1.375,s180
034_20,s-1.035,s0.575,s0
034_21,s-0.6849999999999999,s1.375,s180
034_22,s0.0,s0.575,s0
034_23,s0.35,s1.375,s180
034_24,s2.07,s0.575,s0
034_25,s2.42,s1.375,s180
034_26,s-2.07,s1.7249999999999999,s0
034_27,s-1.7199999999999998,s2.525,s180
034_28,s-1.035,s1.7249999999999999,s0
034_29,s-0.6849999999999999,s2.525,s180
034_30,s0.0,s1.7249999999999999,s0
034_31,s0.35,s2.525,s180
034_32,s2.07,s1.7249999999999999,s0
034_33,s2.42,s2.525,s180
035_0,s-2.07,s-1.7249999999999999,s0
035_1,s-1.7199999999999998,s-0.9249999999999998,s180
035_2,s-1.035,s-1.7249999999999999,s0
035_3,s-0.6849999999999999,s-0.9249999999999998,s180
035_4,s0.0,s-1.7249999999999999,s0
035_5,s0.35,s-0.9249999999999998,s180
035_6,s1.035,s-1.7249999999999999,s0
035_7,s1.3849999999999998,s-0.9249999999999998,s180
035_8,s2.07,s-1.7249999999999999,s0
035_9,s2.42,s-0.9249999999999998,s180
035_10,s-2.07,s-0.575,s0
035_11,s-1.7199999999999998,s0.2250000000000001,s180
035_12,s-1.035,s-0.575,s0
035_13,s-0.6849999999999999,s0.2250000000000001,s180
035_14,s0.0,s-0.575,s0
035_15,s0.35,s0.2250000000000001,s180
035_16,s2.07,s-0.575,s0
035_17,s2.42,s0.2250000000000001,s180
035_18,s-2.07,s0.575,s0
035_19,s-1.7199999999999998,s1.375,s180
035_20,s-1.035,s0.575,s0
035_21,s-0.6849999999999999,s1.375,s180
035_22,s0.0,s0.575,s0
035_23,s0.35,s1.375,s180
035_24,s2.07,s0.575,s0
035_25,s2.42,s1.375,s180
035_26,s-2.07,s1.7249999999999999,s0
035_27,s-1.7199999999999998,s2.525,s180
035_28,s-1.035,s1.7249999999999999,s0
035_29,s-0.6849999999999999,s2.525,s180
035_30,s0.0,s1.7249999999999999,s0
035_31,s0.35,s2.525,s180
035_32,s2.07,s1.7249999999999999,s0
035_33,s2.42,s2.525,s180
035_34,s3.27,s0.4,s0
036_0,s-2.8800000000000003,s-2.4000000000000004,s0
036_1,s-2.5300000000000002,s-1.6000000000000003,s180
036_2,s-1.4400000000000002,s-2.4000000000000004,s0
036_3,s-1.0900000000000003,s-1.6000000000000003,s180
036_4,s0.0,s-2.4000000000000004,s0
036_5,s0.35,s-1.6000000000000003,s180
036_6,s1.4400000000000002,s-2.4000000000000004,s0
036_7,s1.79,s-1.6000000000000003,s180
036_8,s2.8800000000000003,s-2.4000000000000004,s0
036_9,s3.2300000000000004,s-1.6000000000000003,s180
036_10,s-2.8800000000000003,s-0.8,s0
036_11,s-2.5300000000000002,s0.0,s180
036_12,s-1.4400000000000002,s-0.8,s0
036_13,s-1.0900000000000003,s0.0,s180
036_14,s0.0,s-0.8,s0
036_15,s0.35,s0.0,s180
036_16,s2.8800000000000003,s-0.8,s0
036_17,s3.2300000000000004,s0.0,s180
036_18,s-2.8800000000000003,s0.8,s0
036_19,s-2.5300000000000002,s1.6,s180
036_20,s-1.4400000000000002,s0.8,s0
036_21,s-1.0900000000000003,s1.6,s180
036_22,s0.0,s0.8,s0
036_23,s0.35,s1.6,s180
036_24,s2.8800000000000003,s0.8,s0
036_25,s3.2300000000000004,s1.6,s180
036_26,s-2.8800000000000003,s2.4000000000000004,s0
036_27,s-2.5300000000000002,s3.2,s180
037_0,s-2.8800000000000003,s-2.4000000000000004,s0
037_1,s-2.5300000000000002,s-1.6000000000000003,s180
037_2,s-1.4400000000000002,s-2.4000000000000004,s0
037_3,s-1.0900000000000003,s-1.6000000000000003,s180
037_4,s0.0,s-2.4000000000000004,s0
037_5,s0.35,s-1.6000000000000003,s180
037_6,s1.4400000000000002,s-2.4000000000000004,s0
037_7,s1.79,s-1.6000000000000003,s180
037_8,s2.8800000000000003,s-2.4000000000000004,s0
037_9,s3.2300000000000004,s-1.6000000000000003,s180
037_10,s-2.8800000000000003,s-0.8,s0
037_11,s-2.5300000000000002,s0.0,s180
037_12,s-1.4400000000000002,s-0.8,s0
037_13,s-1.0900000000000003,s0.0,s180
037_14,s0.0,s-0.8,s0
037_15,s0.35,s0.0,s180
037_16,s2.8800000000000003,s-0.8,s0
037_17,s3.2300000000000004,s0.0,s180
037_18,s-2.8800000000000003,s0.8,s0
037_19,s-2.5300000000000002,s1.6,s180
037_20,s-1.4400000000000002,s0.8,s0
037_21,s-1.0900000000000003,s1.6,s180
037_22,s0.0,s0.8,s0
037_23,s0.35,s1.6,s180
037_24,s2.8800000000000003,s0.8,s0
037_25,s3.2300000000000004,s1.6,s180
037_26,s-2.8800000000000003,s2.4000000000000004,s0
037_27,s-2.5300000000000002,s3.2,s180
037_28,s4.08,s0.3999999999999997,s0
038_0,s-2.8800000000000003,s-2.4000000000000004,s0
038_1,s-2.5300000000000002,s-1.6000000000000003,s180
038_2,s-1.4400000000000002,s-2.4000000000000004,s0
038_3,s-1.0900000000000003,s-1.6000000000000003,s180
038_4,s0.0,s-2.4000000000000004,s0
038_5,s0.35,s-1.6000000000000003,s180
038_6,s1.4400000000000002,s-2.4000000000000004,s0
038_7,s1.79,s-1.6000000000000003,s180
038_8,s2.8800000000000003,s-2.4000000000000004,s0
038_9,s3.2300000000000004,s-1.6000000000000003,s180
038_10,s-2.8800000000000003,s-0.8,s0
038_11,s-2.5300000000000002,s0.0,s180
038_12,s-1.4400000000000002,s-0.8,s0
038_13,s-1.0900000000000003,s0.0,s180
038_14,s0.0,s-0.8,s0
038_15,s0.35,s0.0,s180
038_16,s2.8800000000000003,s-0.8,s0
038_17,s3.2300000000000004,s0.0,s180
038_18,s-2.8800000000000003,s0.8,s0
038_19,s-2.5300000000000002,s1.6,s180
038_20,s-1.4400000000000002,s0.8,s0
038_21,s-1.0900000000000003,s1.6,s180
038_22,s0.0,s0.8,s0
038_23,s0.35,s1.6,s180
038_24,s2.8800000000000003,s0.8,s0
